Title,Content,"Accession Number","Permanent Location","Display Location","Alternative Name",Unidentified,"Primary Materials",Markings,"Dimensions (cm)",Function,Condition,"Associated Instruments",Manufacturer,"Date of Manufacture",Provenance,"Previous Accession Number(s)","Additional Information and References",Owner,"Current Status","Examined By","Used at UofT","Donated to UTSIC","Date Last Examined","Date Last Updated","Historical Notes","NOT publically visible (if clicked, also set visibility to","Notes (private)",Themes,Permalink,"Publication Status"
"Cathode Ray Tube","<!-- wp:paragraph -->
<p>A black turned wooden base with a 17cm glass tube mounted vertically onto the wooden base. There is a curved electrode plate on the bottom of the glass tube and another electrode on the top of the glass tube.</p>
<!-- /wp:paragraph -->

<!-- wp:wp-museum/object-meta-block /-->

<!-- wp:wp-museum/object-image-attachments-block /-->


<!-- wp:wp-museum/child-objects-block /-->
",2009.ph.212,SS.5.C.3,,"Crookes tube; Vacuum Tube",0,"Metal, Wood, Glass","Old inventory number = phy65.","Height = 25.5 cm, Diameter = 8.7 cm","Used to demonstrate the linearity of cathode rays through fluorescence.",,,"Likely made by Richard Muler-Uri (Braunschweig).",,,,,,"in storage",,0,0,2013-11-02,2013-04-23,"If undisturbed by a magnetic field, cathode rays travel in straight lines. Due to the hemispherical curve of the cathode, the rays that emerge normal to the plane of their curve converge mid-beam, some distance away from the cathode.",,,,https://utsic.mikethicke.com/wpm_instrument/cathode-ray-tube/,publish
"Anode Ray Tube","<!-- wp:paragraph -->
<p>A long cylindrical glass bulb mounted vertically on top of turned wooden base. The top and bottom of bulb have disc-shaped electrodes. In the middle of the bulb, on the same side and 5 cm apart, are two projections. The top one 3 cm long, the bottom one 6 cm, each containing an electrode. The top projection is attached to a metal ring inside the bulb. Likely contains rarefied hydrogen.</p>
<!-- /wp:paragraph -->

<!-- wp:wp-museum/object-meta-block /-->

<!-- wp:wp-museum/object-image-attachments-block /-->


<!-- wp:wp-museum/child-objects-block /-->
",2009.ph.30,"MPL 8.D.4",,"Canal Ray Tube",0,"Metal, Glass, Wood","Old inventory number = phy67. A label under the lower projection reads ""Rich. Muller; 299; Braunschweig"".","Height = 41.5, Base Diameter = 14; Bulb: Height = 25, Diameter = 4","Cathode rays travel from the porous disc to the bottom of the tube, while anode rays (""canal rays"") travel from the bottom through the disc. Experiments with ""canal rays"" helped establish that protons are substantially more massive than electrons.",,,"Rich. Muller, Braunschweig",,,,,,"in storage",,0,0,2014-11-02,2014-08-12,,,,,https://utsic.mikethicke.com/wpm_instrument/anode-ray-tube/,publish
"Oxide-Coated Cathode Ray Tube","<!-- wp:paragraph -->
<p>A 20 cm glass bulb with two 3 cm projections on opposite sides. The glass bulb contains three electrodes. A 6 cm tube is mounted inside the large bulb. The bulb is supported by a metal collar, supported by twin metal rods emerging from a turned wooden base. The side of the bulb near the collar reads ""861"" and a large capital 'G', with a set of scales in the middle of the 'G'.</p>
<!-- /wp:paragraph -->

<!-- wp:wp-museum/object-meta-block /-->

<!-- wp:wp-museum/object-image-attachments-block /-->


<!-- wp:wp-museum/child-objects-block /-->
",2009.ph.26,7.A.3,,"Crookes tube",0,"Wood, Metal, Glass","Old inventory number = phy68.","Height = 35, Base Diameter = 13, Bulb Diameter = 20","When a current is applied, the thin strip in the middle of this tube (likely platinum coated with calcium oxide) acts as a cathode without an external anode. According to it's catalogue, this device was used to demonstrate the circular bending of cathode rays in a magnetic field and to determine the relationship between the charge and the mass of an electron.",,,,,,,,UTSIC,"in storage",,0,0,2012-01-01,2012-08-12,"Likely made by German manufacturers Richard Muller-Uri and Max Kohl.",,,,https://utsic.mikethicke.com/wpm_instrument/oxide-coated-cathode-ray-tube/,publish
"Reflecting Galvanometer","<!-- wp:paragraph -->
<p>This is a black instrument which stands on three adjustable screw legs with plastic feet. The instrument is cylindrical, with an broader round base. On the underside of the circular base there is a oval plastic attachment with labels: ""SENS .05(""mu symbol"")v/mm"", ""C.D.R.X. 10(Ohm Symbol)"", ""PERIOD 6.2 sec"", ""RESIST 15.2(Ohm Symbol)"". On the metal base there is an etching that reads ""346666"". <br /><br />The main cylinder of the instrument emerges from the centre of the base. On one side, it has a rectangular opening which is covered in glass held on with a metal surround screwed to the cylinder. Visible behind this is the galvanometer mechanism and a small circular mirror attached to a fine a vertical wire. In front of this window, affixed to the base, there are two electrical terminals topped with plastic screw caps. On top of the cylinder there is a brass knob with the following labels ""Made in U.S.A"", ""Zero Adjuster"", ""Coil Clamp"".</p>
<!-- /wp:paragraph -->

<!-- wp:wp-museum/object-meta-block /-->

<!-- wp:wp-museum/object-image-attachments-block /-->

<!-- wp:wp-museum/child-objects-block /-->",2009.ph.178,"MPL 7.C.4",,"Type R",,"Metal, Plastic, Glass","On the metal base there is an etching that reads ""346666"". On the top of the cylinder there is a brass knob with the following labels ""Made in U.S.A"", ""Zero Adjuster"", ""Coil Clamp"". The top is engraved ""5040"".","Height = 22cm, Diameter = 13cm",,,"2009.ph.10; 2009.ph.176; 2009.ph.177; 2009.ph.21; 2015.ph.638; 2015.ph.664; 2015.ph.665","Leeds &amp;amp; Northrup Co. Philadelphia, Pennsylvania, USA.","20th Century","Collection of Dr. Martin Lee.",,,,"IN STORAGE",,,,2012-04-30,2012-11-03,,,,a:0:{},https://utsic.mikethicke.com/wpm_instrument/reflecting-galvanometer-4/,publish
"Reflecting Galvanometer","<!-- wp:paragraph -->
<p>This is a black instrument which stands on three adjustable screw legs with plastic feet. The instrument is cylindrical, with an broader round base. On the underside of the circular base there is a oval plastic attachment with labels ""SENS .10(""mu symbol"")v/mm"", ""C.D.R.X. 20(Ohm Symbol)"", ""PERIOD 6.9 sec"", ""RESIST 18.3(Ohm Symbol)"".  This can be rotated to view the label, or tucked away out of sight.<br /><br />The base has two electrical terminals and a metal cylinder attached to it. Along the length of the cylinder there is a glass window through which a mirror attached to loose copper wires can be seen. On the top of the cylinder there is a brass knob with the following labels ""Made in U.S.A"", ""Zero Adjuster"", ""Coil Clamp"". The top of the device has circular inset section with screws screwed into it. Also engraved by hand on the top is ""1812"" and ""Low Temperature"". On the back right of the cylinder near the base is a horizontal adjuster knob.</p>
<!-- /wp:paragraph -->

<!-- wp:wp-museum/object-meta-block /-->

<!-- wp:wp-museum/object-image-attachments-block /-->

<!-- wp:wp-museum/child-objects-block /-->",2009.ph.177,"MPL 7.C.4",,"Type R Galvanometer",,"Metal: Iron Alloy, Plastic, Glass","Old inventory number = phy362. On the metal base there is an etching that reads ""732057"". On the top of the cylinder there is a brass knob with the following labels ""Made in U.S.A"", ""Zero Adjuster"", ""Coil Clamp"". Also engraved on the top is ""1812"".","Height = 22cm, Diameter = 13cm","Galvanometers are used to measure small changes in electrical current.","Very Good: The case of the instrument is in very good condition with very few marks or scratches, although it is quite dusty. The adjuster section on the top of the case is somewhat oxidized. The interior mechanism also appears in good condition. The small mirror an attached wire is resting in a lax position, but this may be because it has been adjusted for storage.","2009.ph.10; 2009.ph.176; 2009.ph.178; 2009.ph.21; 2015.ph.638; 2015.ph.664; 2015.ph.665","Leeds &amp;amp; Northrup Co. Philadelphia, PA.","Mid 20th Century, c. 1930-1970","Collection of Dr. Martin Lee",,,UTISC,"IN STORAGE","Victoria Fisher",,,2021-03-03,2021-03-03,,,,a:0:{},https://utsic.mikethicke.com/wpm_instrument/reflecting-galvanometer-3/,publish
"Reflecting Galvanometer","<!-- wp:paragraph -->
<p>This is a black instrument which stands on three adjustable screw legs with plastic feet. The instrument is cylindrical, with an broader round base. On the underside of the circular base there is a oval plastic attachment with labels ""SENS.0001(""mu symbol"")A/mm"", ""C.D.R.X. 19000(Ohm Symbol)"", ""PERIOD 14 sec"", ""RESIST 511(Ohm Symbol)"", ""Cat. No. 2500 F"". This can be rotated to view the label, or tucked away out of sight. On the metal base there is an etching ""102811"". <br /><br />The cylinder of the instrument emerges from the centre of the base. On one side, it has a rectangular opening which is covered in glass held on with a metal surround screwed to the cylinder. Visible behind this is the galvanometer mechanism and a small circular mirror attached to a fine a vertical wire. In front of this window, affixed to the base, there are two electrical terminals topped with plastic screw caps. On top of the cylinder there is a brass knob with the following labels ""Made in U.S.A"", ""Zero Adjuster"", ""Coil Clamp"".</p>
<!-- /wp:paragraph -->

<!-- wp:wp-museum/object-meta-block /-->

<!-- wp:wp-museum/object-image-attachments-block /-->

<!-- wp:wp-museum/child-objects-block /-->",2009.ph.176,"MPL 7.C.4",,"Type R Galvanometer",,"Metal: Iron Alloy, Plastic, Glass","On the metal base there is an etching ""102811"". On top of the cylinder there is a brass knob with the following labels ""Made in U.S.A"", ""Zero Adjuster"", ""Coil Clamp"".","Height = 22cm, Diameter = 13cm","Galvanometers are used to measure small changes in electrical current.","Very Good or Excellent: The case of the instrument is in very good condition with very few marks or scratches. The interior mechanism also appears in good condition. The small mirror an attached wire is resting in a lax position, but this may be because it has been adjusted for storage.","2009.ph.10; 2009.ph.177; 2009.ph.178; 2009.ph.21; 2015.ph.638; 2015.ph.664; 2015.ph.665","Leeds &amp;amp; Northrub Co. Philadelphia, Pennsylvania, USA.","Mid 20th Cent. (c. 1930-1970)","Collection of Dr. Martin Lee.",,,UTSIC,"in storage","Victoria Fisher",,,2021-03-03,2021-03-03,,,,a:0:{},https://utsic.mikethicke.com/wpm_instrument/reflecting-galvanometer-2/,publish
"Deci Log Log Slide Rule","<!-- wp:paragraph -->
<p>A 10"" metal slide rule with a magnesium body and aluminum posts. The frameless cursor is made of plastic and aluminum. Grooves are present on the stock. The slide rule comes with a felt slip grey cover (to avoid corrosion problems encountered with magnesium slide rules.). Scales: Front: Cube Roots 1, 2, and 3, DF, CF, T, ST, S, C, D, DI, Roots 1 and 2. Back: 1/N1,1/N2, 1/N3, 1/N4, DF/M, CF/M, Th, Sh, Sh, CI, C, CoD, N1, N2, N3, N4D.</p>
<!-- /wp:paragraph -->

<!-- wp:wp-museum/object-meta-block /-->

<!-- wp:wp-museum/object-image-attachments-block /-->


<!-- wp:wp-museum/child-objects-block /-->
",2010.lej.3,"MC. 2.A.4",,,0,"Metal, Plastic, magnesium, aluminum","Old inventory number = 3. Patent and model number and company information are engraved at ends of slide rule.","Length = 30.7 cm, Width = 6 cm, Height = 0.6 cm","Facilitating calculations.","Item is in very good condition. The cardboard container is slightly damaged.
",,"Pickett and Eckel Inc., Alhambra, California, USA","c. 1950-1958","Part of L. E. Jones' slide rule collection.",,,UTSIC,"In storage",,0,1,2012-04-11,2012-01-04,"Includes: Pickett instruction manual for Deci Log Log Slide Rule, Model 3 (1947); Pickett instruction manual for Deci Log Log Slide Rule Model 4 (1948); 1-page booklet.",,,,https://utsic.mikethicke.com/wpm_instrument/deci-log-log-slide-rule/,publish
Galvanometer,"<!-- wp:paragraph -->
<p>The device is encased in a wooden box with a glass top. Visible under the glass top is a large horse-shoe shaped metal magnet. In the centre of this horseshoe are the mechanics of the device, including a needle system. The needle is quite long and rotates from a point at the split end of the horseshoe. The needle points to a short slightly arc-shaped scale which is affixed towards the rounded end of the horseshoe. Above the scale is written ""RES. 275.2 OHMS"", but it is otherwise unmarked. <br /><br />A metal plate is affixed to the side front of the box of instrument, which gives maker and patent information. On the opposite side of the box plate there is a screw, above which is stamped ""0"", and below ""CORRECTION"". At the top of the device are two electrical terminals with threaded caps. Two short wires insulated in woven fabric emerge from the left side of the box.</p>
<!-- /wp:paragraph -->

<!-- wp:wp-museum/object-meta-block /-->

<!-- wp:wp-museum/object-image-attachments-block /-->

<!-- wp:wp-museum/child-objects-block /-->",2009.ph.174,"MPL 7.D.8",,"Ammeter, D'arsonval/Weston Galvanometer",,"Wood, Metal: Iron Alloy, Metal: Iron (?), Glass, Metal: Copper Alloy","On the front of the device is a metal plate reading ""Made by the WESTON ELECTRICAL INSTRUMENT CO., Newark, N.J., U.S.A."", ""Patented"", ""Nov. 6, 1886, May 14, 1889, Apr. 29, 1890, Feb. 17, 1891, Dec. 19, 1893, Oct. 4, 1898, Jul. 18, 1901."", ""MODEL 324"", ""No. 134"". 

On the left and right side of the device is painted the numeral ""II"" and the letter ""E"". ","Height = 8.5 cm, Length = 18 cm, Width = 10 cm","Measuring electrical current.","Very Good: The wooden case of the instruments is in good condition. The metal screws holding the lid on are somewhat rusty and the correction pin and electrical terminals are oxidized. The surface is marked by small scratches and dents. The glass lid of the case is intact. The internal mechanism of the instrument is in excellent condition. The emerging wires have been cut close to the instrument. ",,"Weston Electrical Instrument Company","1901 - c.1920","From the collection of Professor Martin Lee.",,,UTSIC,"IN STORAGE","Victoria Fisher",,,2021-03-03,2021-03-03,,,,a:0:{},https://utsic.mikethicke.com/wpm_instrument/unknown-10/,publish
Ammeter,"<!-- wp:paragraph -->
<p>The ammeter is a metal cylinder with an attached metal base. On one side of the base there is a key-hole shaped hole for a hook.<br /><br />The top face is covered with glass. On the face, which is paper, there is an arc-shaped scale and an indicator needle affixed to a central dial . The scale runs from 0-11, with additional hand-written marks halfway between the whole numbers. <br /><br />A paper sticker is affixed to the glass cover. It reads ""Operate at [blank] constant cu[blank] of 5.5 amperes"". Over top of ""5.5"" is written in pencil ""6.5"". Two columns run below this, one reading ""Scale"", the other ""Corr'd"". Written in pencil perpendicular to these lines is ""N.G."" and ""Recalibrate"". On either side of the cylinder is a threaded terminal with nut. The bottom plate of this device is loose.</p>
<!-- /wp:paragraph -->

<!-- wp:wp-museum/object-meta-block /-->

<!-- wp:wp-museum/object-image-attachments-block /-->

<!-- wp:wp-museum/child-objects-block /-->",2009.ph.173,"MPL 7.D.8",,,,"Metal: Copper Alloy, Metal: Iron Alloy, Glass, Paper","Old inventory number = phy369. 

Above the needle, below the scale, is written in cursive script: ""Amperes-Metre"", ""Deprez et Carpentier"", ""Bte s.g.d.g."". Below the needle is written ""J. Carpentier, Jngr. Constr."", ""Paris"", ""J6 (?) 11153"". Under this is written ""W.L. Argo"", ""W.A. Davidson"", and beside both is written ""10/12/10"", although the latter has been crossed out with pencil. On the left side of the cylinder is written (in paint?) the numeral ""II"" and ""E"". 

On the bottom of the ammeter is a paper label reading ""Ammeter #11153"", ""Feb.21/21"".","Height = 6.5 cm, Diameter = 12.5 cm","A device used to measure electrical current in amps in an electrical circuit.","Good: The metal case of the instruments is blotchy with dark marks, suggesting oxidation, and the base is scratched. The stickers affixed to the top and base of the case are dirty and torn on the corners; the one on the top shows water damage across its surface. The glass cover is dirty, but intact.

The face of the instruments appears to have been replaced. The scale and writing on the cover does not match similar instruments, and is not correctly centred. ",,"Deprez &amp;amp; Carpentier, Paris, France",1878-c.1900,"From the collection of Professor Martin Lee.",,,UTSIC,"IN STORAGE","Victoria Fisher",,,2012-04-30,2021-02-24,,,,a:0:{},https://utsic.mikethicke.com/wpm_instrument/ammeter-3/,publish
Ammeter,"<!-- wp:paragraph -->
<p>The ammeter is a metal cylinder with an attached metal bottom with a key-shaped hole for hook on one side. The face is covered with a glass cover. The face has an short arc-shaped scale at the top, and a needle fixed to a dial in the centre of the instrument. The scale runs from 0-3, although under the scale it has been penciled with numbers and does not correspond to the factory numbers. The needle is fixed to a point in the middle of the face. On either side of the cylinder is a threaded electrical terminal with a nut.</p>
<!-- /wp:paragraph -->

<!-- wp:wp-museum/object-meta-block /-->

<!-- wp:wp-museum/object-image-attachments-block /-->

<!-- wp:wp-museum/child-objects-block /-->",2009.ph.172,"MPL 7.D.9",,"Ampere Meter",,"Metal: Copper Alloy, Metal: Iron Alloy, Glass, Paper","Old inventory number = phy367. On the face, between the needle and the scale is handwritten: ""Amperes-Metre"", ""Deprez et Carpentier"", ""Bte s.g.d.g."" Below the needle is written ""J. Carpentier, Jngr. Constr."", ""Paris"", ""J6 (?) 10400.""","Height = 6.5 cm, Diameter = 12.5 cm","A device used to measure electrical current (in amps) in an electrical circuit.","Good: The metal surface of the exterior of the instrument is oxidized and dulled, and marked with scratches. The base is also oxidized and scratched. The glass cover is cracked across one side, and dirty across the surface. The face is marked with dark marks around the rim. Pencil markings under the scale recalibrate the original measurement.",,"Deprez &amp;amp; Carpentier, Paris, France",1878-c.1900,"From the collection of Professor Martin Lee.",,,UTSIC,"IN STORAGE",,1,,2012-04-30,2021-02-24,,,,a:0:{},https://utsic.mikethicke.com/wpm_instrument/ammeter-2/,publish
"D.C. Ammeter, Type R","<!-- wp:paragraph -->
<p>The ammeter is set in a square, wooden, varnished stand, with a simple flat base and a vertical wood panel with the ammeter's case set through it. A pair of triangular braces support the vertical piece on either side, sloping backwards.<br /><br />The ammeter itself is cylindrical with a round face. A arc-shaped scale is in the top section of the face; the scale, set behind glass, runs from 0-20, calibrated in millamperes and labelled from 10-0-10, with zero at the centre. There is an indicator needle at rest pointed at zero. Beneath the scale on the black face of the ammeter, there is a maker's mark and information about the instrument.<br /><br />Two large posts emerge from the rear of the ammeter case. These are connected by plastic-insulated wires to a pair of electrical terminals affixed to the base. The two terminals are labelled with ""+"" and ""-"" symbols. The wire that runs to the positive terminal runs through a fuse before reaching the ammeter.</p>
<!-- /wp:paragraph -->

<!-- wp:wp-museum/object-meta-block /-->

<!-- wp:wp-museum/object-image-attachments-block /-->

<!-- wp:wp-museum/child-objects-block /-->",2009.ph.166,"MPL 6.C.6",,,1,"Wood, Metal, Glass","Old inventory number = phy1024. This is handwritten on a pale yellow note that is stuck to one of the triangular supports of the stand.

The face of the ammeter has raised lettering which reads: ""Wagner Electric Mfg. Co."", ""Type R"", ""St. Louis, U.S.A."".

Handwritten in black ink on the rear of the wooden stand, above the ammeter case: ""10-0-10 MILLAMPERES""","Height = 33 cm, Width = 30 cm, Length = 29 cm","Measuring amperage in an electrical circuit; possibly a demonstration device.","Very Good: The wooden stand is in good condition, although in places, particularly on edges and corners, the varnish is chipped. There are a few small scratches on the surface of the wood. The bronze-coloured metal surface of the front of the ammeter is somewhat oxidized (dulled). The scale and case is otherwise in excellent condition.",,"Wagner Electric Manufacturing Company, St. Louis, Missouri, USA","1891-1967 (likely before 1930)","Department of Physics, University of Toronto",,,UTSIC,"IN STORAGE","Victoria Fisher",,,2012-04-28,2021-02-17,,,,a:0:{},https://utsic.mikethicke.com/wpm_instrument/d-c-ammeter-3/,publish
"D.C. Ammeter","<!-- wp:paragraph -->
<p>The Dircet Current Ammeter is mounted on a wooden base, with a vertical wooden board at the front. The face of the ammeter is flush with the surface of the board.  The scale at the top of the device runs from (-30) to 30, but a paper label affixed underneath reads ""The instrument reads from 0-3 milliamperes."" An identical tag is mounted on the back of the base, between and underneath two terminals. The two terminals are mounted on the base, but are connected to the ammeter via two wires. One terminal has a fuse set between it and the ammeter. Similar setups on similar devices suggest this is the positive terminal, however no labeling is present to confirm this.</p>
<!-- /wp:paragraph -->

<!-- wp:wp-museum/object-meta-block /-->

<!-- wp:wp-museum/object-image-attachments-block /-->

<!-- wp:wp-museum/child-objects-block /-->",2009.ph.168,"MPL 6.C.6",,,1,"Wood, Metal, Glass","Old inventory number = phy2028 A-C. The face is labeled with ""WESTON"", ""WESTON ELECTRICAL INSTRUMENT CO., NEWARK, N.J., U.S.A."" A small plaque details patent information, as well as ""MODEL 57"" and ""NO. 104864"". The back casing of the ammeter has a worn label that is illegible, however the words ""Weston Electrical Instrument"" and ""Newark, New Jersey"" are distinguishable.","Height = 33 cm, Width = 27 cm, Length = 23 cm","Measuring amperage in an electrical circuit; possibly a demonstration device.",,,"Weston Electrical Instrument Company, Newark, New Jersey, USA.",,,,,,"IN STORAGE",,,,2012-04-28,2012-11-03,,,,a:0:{},https://utsic.mikethicke.com/?post_type=wpm_instrument&p=1996,draft
"A.C. Voltmeter","<!-- wp:paragraph -->
<p>The Alternating Current (A.C.) Voltmeter is set on a wooden base, mounted on a vertical backboard. Two triangular supports are attached to either side of the vertical piece and slope down towards the back. The face of the voltmeter is entirely glassed over. Under this is written ""TYPE SL, A.C. Voltmeter,"" however the ""A"" part of ""A.C."" is added on, written in pen on a piece of tape. At the top is a scale calibrated in VOLTS and ranging from 0-140. The back of the ammeter has a spot where a plaque was likely attached, but it is not present. Beside this spot is engraved ""468"". At the very bottom of the back side are a pair of terminals, each labeled with a positive sign and the word ""VOLTS"" written in between.</p>
<!-- /wp:paragraph -->

<!-- wp:wp-museum/object-meta-block /-->

<!-- wp:wp-museum/object-image-attachments-block /-->

<!-- wp:wp-museum/child-objects-block /-->",2009.ph.167,"MPL 8.C.4",,,1,"Wood, Metal, Glass","Old inventory number = phy1031. Written around the central needle is ""WESTINGHOUSE ELECTRIC &amp;amp; MFG. CO., PITTSBURGH, PA., U.S.A."". At the very bottom of the face is written ""STYLE No. 156299 ""D"", SERIAL No. 308936"". The back of the ammeter is engraved ""468"".","Height = 32 cm, Width = 27 cm, Length = 27 cm","Measuring voltage in an electrical current; possibly a demonstration device.",,,"Westinghouse Electric &amp;amp; Manufacturing Company, Pittsburgh, Penn",,,,,,"IN STORAGE",,,,2012-04-28,2012-11-03,,,,a:0:{},https://utsic.mikethicke.com/?post_type=wpm_instrument&p=1997,draft
Scale,"<!-- wp:paragraph -->
<p>The scale is made of cast iron. It has a roughly triangular base with a circular face. The top has a large circular plate to support objects. The scale runs from 0-5 kilos, labeled in 100g increments. </p>
<!-- /wp:paragraph -->

<!-- wp:wp-museum/object-meta-block /-->

<!-- wp:wp-museum/object-image-attachments-block /-->

<!-- wp:wp-museum/child-objects-block /-->",2009.ph.169,,,,1,Metal,"Old inventory number = phy886A. The face of the scale reads ""SALTER""S IMPROVED FAMILY SCALE, No. ____"", ""BRITISH MADE""","Height = 27 cm, Width = 14 cm, Length = 22 cm","Finding the mass of objects.",,,Salter's,,,,,,"IN STORAGE",,,,2012-04-28,2012-11-03,,,,a:0:{},https://utsic.mikethicke.com/?post_type=wpm_instrument&p=1998,draft
Voltmeter,"<!-- wp:paragraph -->
<p>The voltmeter is set in the horizontal position and mounted atop a large wooden box with numerous patterned holes in it.  The scale at the top of the face is labeled upside down relative to the rest of the device, and has three scales, one labeled from 0-3, second labeled from 0-15, and the third labeled from 0-150. On the left side of the face are three terminals, each labeled ""3"", ""15"", and ""150"", respectively. On the opposite side, the right side, is a single terminal marked with a positive sign. On the left side, next to the three terminals is a glass tube with a scale running from 10-40. On the top of the face is a glass bubble, through which the central needle mechanism is visible.</p>
<!-- /wp:paragraph -->

<!-- wp:wp-museum/object-meta-block /-->

<!-- wp:wp-museum/object-image-attachments-block /-->


<!-- wp:wp-museum/child-objects-block /-->
",2009.ph.170,"MPL 9.E.2",,,1,"Wood, Metal, Glass","Old inventory number = phy175. The top of the voltmeter has a plate reading ""WESTON DIRECT READING LABORATORY STANDARD VOLTMETER"", ""WESTON ELECTRICAL INSTRUMENT CO."", ""MANUFACTURERS NEWARK, N.J., U.S.A."", ""PATENTED, NOV. 6, 1886, NO. 392386 &amp;amp; NO. 392387, MAY 14, 1889, NO. 403311, APR. 29, 1890, NO. 426992 &amp;amp; NO. 427022, JUNE 10, 1890, NO. 19895 &amp;amp; NO. 19896"", ""NO. 717"". Written on the top of the face with a black marker is ""Dem. app.""","Length = 39 cm, Width =35 cm, Height = 14 cm","Measures voltage in an electrical circuit.",,,"Weston Electrical Instrument Company, Newark, New Jersey, USA.",,,,,,"IN STORAGE",,0,0,2013-04-28,2013-11-03,,,,,https://utsic.mikethicke.com/?post_type=wpm_instrument&p=1999,draft
Ammeter,"<!-- wp:paragraph -->
<p>The ammeter is a metal cylinder with an attached metal bottom. The top face is open, although similar models suggest glass once covered the top face. The top shows a needle and scale. The scale runs from 0-3, although under the scale it has been penciled with numbers and does not correspond to the factory numbers. The needle is fixed to a point in the middle of the face. On either side of the cylinder is a threaded terminal with a nut.</p>
<!-- /wp:paragraph -->

<!-- wp:wp-museum/object-meta-block /-->

<!-- wp:wp-museum/object-image-attachments-block /-->

<!-- wp:wp-museum/child-objects-block /-->",2009.ph.171,"MPL. 7.D.9",,"Ampere Meter",,"Metal: Copper Alloy, Glass, Paper","Old inventory number = phy371. 

On the face between the needle and the scale, handwritten: ""Amperes-Metre"", ""Deprez et Carpentier"", ""Bte s.g.d.g."" Below the needle is written ""J. Carpentier, Jngr. Constr."", ""Paris"", ""J6 (?) 10583.""","Height = 6.5, Diameter = 12.5","Used for measuring electrical current, measured in amperes, in an electrical circuit.","Good: The exterior of the instrument is oxidized to a dark colour. The needle and the dial to which the needle is attached is oxidized and rust-marked. There are a large number of small scratches on the base, and the sides of the instrument. The glass cover is intact, but the cardboard face is dirty and scratched with pencil markings in places. Pencil markings on the scale indicate a recalibration.",,"Deprez &amp;amp; Carpentier, Paris, France",1878-c.1900,"From the collection of Professor Martin Lee.",,,UTSIC,"IN STORAGE","Victoria Fisher",,,2013-04-30,2013-11-05,,,,a:0:{},https://utsic.mikethicke.com/wpm_instrument/ammeter/,publish
"D.C. Ammeter","<!-- wp:paragraph -->
<p>The ammeter is mounted on a wooden base with a pair of vertical wooden supports to hold it upright. <br /><br />The ammeter itself is a cylindrical unit affixed on its back to one of the vertical supports. The face of the ammeter is round, and there is an arc-shaped scale at the top of the face covered in glass. The scale is printed on cardboard calibrated for milliamps; however, the cardboard piece has fallen down into the front of the ammeter and is not entirely visible. <br /><br />The back of the ammeter is a simple wooden board. A pair of wires emerge from the base of the board and run to one of two electrical terminals. One terminal is labeled with a plus sign ('positive') and the other a minus sign ('negative'). A white arrow, pointing left , is printed on the flat wooden base next to the two terminals.<br /><br />Also on the back of the board there is an handwritten ink inscription: ""150-0-150 MILLIAMPERES, R=0.15"".</p>
<!-- /wp:paragraph -->

<!-- wp:wp-museum/object-meta-block /-->

<!-- wp:wp-museum/object-image-attachments-block /-->

<!-- wp:wp-museum/child-objects-block /-->",2009.ph.164,"MPL 8.D.3",,,1,"Wood, Metal, Glass, Cardboard","Old inventory number = phy1023. The face is engraved with ""WESTON AMMETER"", ""MADE BY WESTON ELECTRICAL INSTRUMENT COMPANY, NEWARK, N.J., U.S.A., NO. 55363.""","Height = 33 cm, Width = 27 cm, Length = 33 cm","Measuring amperage in an electrical circuit; possibly a demonstration device.","The scale at the top of the face has fallen down into the front of the ammeter and is not entirely visible.",,"Weston Electrical Instrument Company, Newark, New Jersey, USA.",1880-1937,"Department of Physics, University of Toronto",,,UTSIC,"IN STORAGE","Victoria Fisher",1,,2011-04-28,2021-02-17,,,,a:0:{},https://utsic.mikethicke.com/wpm_instrument/d-c-ammeter-2/,publish
"D. C. Ammeter","<!-- wp:paragraph -->
<p>The ammeter is mounted on a wooden base, with a vertical wooden back panel as well.  Also on the face is a small plaque detailing patent information. The top scale is calibrated in micro-amperes, and runs from (-100) to 100. The scale is further labeled ""MICROAMPERES D.C."" The back of the ammeter has a light socket, without a bulb, ostensibly for lighting the scale face. To either side of the light bulb lies a battery terminal.</p>
<!-- /wp:paragraph -->

<!-- wp:wp-museum/object-meta-block /-->

<!-- wp:wp-museum/object-image-attachments-block /-->

<!-- wp:wp-museum/child-objects-block /-->",2009.ph.165,,,,,"Wood, Metal, Glass","Old inventory number = phy1026A-B. The front of the ammeter is inscribed with ""WESTON STATION AMMETER, NO. 10868"", ""MADE BY WESTON ELECTRICAL INSTRUMENT CO., NEWARK, N.J., U.S.A."".

Written in ink on the wooden panel at the back of the object: ""R = 1300 Ω j.s.""

Scraped into the top of the wooden panel: ""PHYSICS""","Height = 36, Width = 33, Length = 24","Measuring amperage in an electrical circuit; possibly a demonstration device.","Good. There is some slight corrosion on the metal. The edges of the wood is slightly damaged.",,"Weston Electrical Instrument Company, Newark, New Jersey, USA.","Early 20th Cent.",,,,UTSIC,"IN STORAGE","Victoria Fisher",1,,2013-04-28,2016-11-28,,,,a:0:{},https://utsic.mikethicke.com/wpm_instrument/direct-current-ammeter/,publish
